GUT_GENOME000159	s__UBA1191 sp900066305	species__UBA1191 sp900066305	species	UBA1191 sp900066305	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900066305
GUT_GENOME278233	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME023251	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME252880	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME216658	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME274389	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME279429	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME159376	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME217326	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME214014	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME260286	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME092639	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME257119	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME199700	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME262037	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME279541	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME255951	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME101959	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME154906	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME274985	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME278556	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME157836	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME221968	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME021419	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME216848	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME253233	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME112243	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME194084	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME137667	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME095386	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME187601	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME101597	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME251533	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME084826	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME282199	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME014760	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME276987	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME209002	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME218919	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME235885	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME247867	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME212602	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME026854	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME023746	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME193930	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME250731	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME256716	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME189785	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME259607	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME216483	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME125275	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME281876	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME153568	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME208806	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME123998	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME027103	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME252412	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME153976	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME280966	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME111643	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME017559	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME036970	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME215019	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME026194	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME104902	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME275585	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME084870	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME257709	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME275141	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME277815	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME244608	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME275101	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME187675	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME022853	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME284348	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME264031	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME217381	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME124494	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME026872	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME276417	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME282973	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME125100	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME277155	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME261274	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME254501	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME274705	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME251439	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME025440	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME277109	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME213256	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME214473	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME273569	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME099117	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME285706	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME209310	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME216200	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME188704	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME027046	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME266528	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME274680	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME193927	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME275944	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME158285	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME125331	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
GUT_GENOME180160	s__ER4 sp900317525	species__ER4 sp900317525	species	ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525
